wavelength (nm),0,50,100,150,200,250,300,350,400,450,500,550,600,650,700
660,0.845053,0.842053,0.843972,0.844995,0.845586,0.849966,0.851304,0.854624,0.859126,0.861807,0.865373,0.869878,0.870482,0.877462,0.8807
661,0.843452,0.838174,0.840731,0.840575,0.842045,0.841899,0.848403,0.850896,0.853084,0.8577,0.861853,0.863831,0.867632,0.870226,0.875476
662,0.837251,0.83554,0.836618,0.838314,0.839662,0.842442,0.843042,0.847166,0.84981,0.852244,0.858058,0.858329,0.866468,0.869229,0.871453
663,0.836236,0.834251,0.833665,0.835874,0.836659,0.836688,0.841879,0.843624,0.847149,0.848997,0.851539,0.857565,0.859093,0.863924,0.86864
664,0.832423,0.826322,0.830308,0.831233,0.828544,0.833993,0.837286,0.839356,0.840037,0.846675,0.848536,0.852582,0.855811,0.858761,0.863578
665,0.830222,0.82782,0.8299,0.82856,0.829725,0.831712,0.834211,0.835781,0.839069,0.843371,0.84562,0.852635,0.853291,0.855353,0.864549
666,0.83,0.825495,0.827801,0.825633,0.826085,0.829621,0.83032,0.835223,0.835882,0.840131,0.842245,0.846792,0.851814,0.853942,0.85884
667,0.826765,0.824475,0.825715,0.824467,0.824712,0.827497,0.828118,0.833739,0.834718,0.839989,0.838098,0.844843,0.847403,0.849627,0.855695
668,0.823368,0.819186,0.821111,0.820996,0.824113,0.822959,0.826908,0.828599,0.832497,0.834552,0.838611,0.843283,0.846263,0.847581,0.852537
669,0.821564,0.818506,0.81744,0.81858,0.818708,0.818889,0.82311,0.827154,0.829711,0.831552,0.834425,0.839186,0.842951,0.845107,0.850641
670,0.820777,0.816996,0.817588,0.816602,0.816504,0.821689,0.822821,0.825028,0.828142,0.831846,0.83478,0.838226,0.841087,0.841571,0.848454
671,0.815292,0.814371,0.811095,0.813105,0.8151,0.815977,0.817669,0.82061,0.82131,0.828357,0.829771,0.83155,0.837222,0.837513,0.843125
672,0.811321,0.809385,0.808757,0.810449,0.812508,0.809222,0.81087,0.815108,0.819631,0.819669,0.822543,0.824454,0.831338,0.833344,0.839077
673,0.806726,0.805125,0.80703,0.807983,0.806754,0.807679,0.812362,0.813106,0.813764,0.81728,0.819545,0.824169,0.827577,0.829429,0.836467
674,0.805369,0.802993,0.801763,0.802207,0.802865,0.805739,0.805819,0.809162,0.81096,0.814141,0.817913,0.820183,0.822231,0.82753,0.828167
675,0.801203,0.798451,0.800562,0.798379,0.797874,0.799976,0.802117,0.801916,0.8062,0.806891,0.813273,0.814942,0.819175,0.821963,0.825438
676,0.799154,0.793061,0.794162,0.794285,0.791112,0.794775,0.798236,0.798077,0.802797,0.805178,0.807658,0.812682,0.813846,0.81694,0.821632
677,0.79662,0.792944,0.795524,0.79236,0.792424,0.793753,0.794675,0.79625,0.797994,0.803944,0.804293,0.808751,0.810432,0.813126,0.818907
678,0.79294,0.792763,0.792382,0.789858,0.791034,0.791372,0.79535,0.794571,0.799769,0.799542,0.804671,0.80708,0.809607,0.81432,0.816357
679,0.79384,0.786266,0.789881,0.789271,0.787477,0.789309,0.790462,0.789939,0.794658,0.796815,0.799158,0.80088,0.804116,0.80772,0.812546
680,0.787836,0.784848,0.783118,0.783,0.781407,0.783389,0.7839,0.786702,0.786571,0.790567,0.793685,0.796715,0.799933,0.804236,0.808004
681,0.786556,0.783999,0.785213,0.783423,0.783312,0.782289,0.783729,0.784483,0.787044,0.789595,0.793637,0.794443,0.800991,0.804126,0.805592
682,0.781341,0.779301,0.781401,0.778083,0.77578,0.779004,0.779949,0.779418,0.782816,0.784265,0.787158,0.792244,0.794463,0.796687,0.802353
683,0.781265,0.774703,0.776203,0.777527,0.775438,0.776768,0.779024,0.779251,0.780988,0.780593,0.785124,0.788731,0.791931,0.793644,0.800231
684,0.775295,0.771852,0.772919,0.77168,0.771527,0.769508,0.774649,0.774703,0.775371,0.778052,0.784387,0.783444,0.787287,0.789407,0.79575
685,0.772911,0.769194,0.770789,0.768462,0.772801,0.771199,0.768448,0.772349,0.771663,0.776261,0.776651,0.781164,0.782208,0.787669,0.791787
686,0.77075,0.76578,0.768972,0.766583,0.765708,0.767083,0.770052,0.767779,0.767067,0.772943,0.77373,0.778095,0.780647,0.780587,0.788382
687,0.767436,0.762356,0.760874,0.763612,0.764879,0.763517,0.762192,0.764747,0.765032,0.767378,0.770993,0.772194,0.776555,0.780241,0.782602
688,0.765351,0.761214,0.760722,0.760964,0.757069,0.761115,0.760706,0.760626,0.761177,0.764694,0.767391,0.770024,0.774872,0.774896,0.78222
689,0.763037,0.758009,0.759138,0.7579,0.755733,0.756927,0.757451,0.76235,0.760311,0.759727,0.766437,0.768557,0.771824,0.771773,0.776132
690,0.760542,0.755762,0.757363,0.755264,0.755167,0.752314,0.754498,0.754704,0.756368,0.759884,0.759933,0.765049,0.76763,0.768378,0.774905
691,0.754684,0.75203,0.751536,0.749726,0.751138,0.748583,0.751433,0.752842,0.751763,0.754171,0.756738,0.759581,0.763227,0.764105,0.771329
692,0.758319,0.751741,0.750729,0.749637,0.747181,0.750724,0.751188,0.750903,0.753139,0.754675,0.757058,0.761843,0.761271,0.762752,0.770659
693,0.751841,0.748849,0.749248,0.746999,0.747628,0.746178,0.746387,0.749546,0.749928,0.751048,0.754305,0.756746,0.75775,0.758835,0.765152
694,0.751038,0.747281,0.745751,0.74756,0.742866,0.742202,0.744243,0.746936,0.74704,0.747629,0.747675,0.750694,0.754103,0.75623,0.760555
695,0.750088,0.74309,0.742001,0.741636,0.738838,0.740692,0.740404,0.741686,0.740811,0.742021,0.745057,0.74828,0.750215,0.750391,0.757504
696,0.746185,0.741112,0.743196,0.741077,0.738252,0.738118,0.735341,0.74032,0.741841,0.741739,0.742779,0.749431,0.746325,0.748786,0.756531
697,0.740885,0.736917,0.737802,0.735147,0.733178,0.736367,0.735083,0.736793,0.738142,0.737505,0.74186,0.741712,0.745176,0.746731,0.754725
698,0.740941,0.737382,0.737402,0.733469,0.732333,0.736162,0.731904,0.733078,0.733861,0.735813,0.73802,0.739937,0.742649,0.744513,0.750294
699,0.74026,0.735691,0.733281,0.729651,0.730219,0.72951,0.729695,0.729533,0.731311,0.73184,0.736236,0.736528,0.737966,0.739307,0.749939
700,0.735869,0.734079,0.735731,0.73045,0.726633,0.727152,0.730217,0.728249,0.732757,0.730136,0.733358,0.736079,0.736252,0.740898,0.743593
701,0.735678,0.731889,0.730687,0.727097,0.725026,0.724175,0.725957,0.724554,0.728116,0.728024,0.730265,0.730397,0.734242,0.734509,0.74119
702,0.733158,0.727212,0.72784,0.724889,0.723455,0.724579,0.723365,0.72441,0.72297,0.724382,0.727334,0.72801,0.73329,0.733772,0.737557
703,0.728302,0.727709,0.723211,0.722116,0.720645,0.722886,0.720194,0.719752,0.719906,0.723069,0.725228,0.725546,0.727168,0.730932,0.736295
704,0.7269,0.722462,0.723005,0.719388,0.716839,0.7178,0.716948,0.716641,0.717754,0.717879,0.719273,0.722991,0.722355,0.724455,0.731847
705,0.728261,0.720792,0.722407,0.719721,0.716508,0.714852,0.714865,0.716311,0.714503,0.715293,0.717792,0.721425,0.722325,0.724448,0.729106
706,0.727119,0.722463,0.719506,0.717167,0.715948,0.714193,0.713655,0.715841,0.714833,0.716307,0.71736,0.721033,0.72044,0.719842,0.731308
707,0.722076,0.719442,0.716405,0.715932,0.710608,0.711539,0.712157,0.711653,0.709643,0.713192,0.71253,0.716835,0.719324,0.72014,0.725434
708,0.72169,0.71665,0.713396,0.714671,0.709462,0.710422,0.707348,0.707827,0.708716,0.710756,0.712776,0.713601,0.715014,0.714874,0.723523
709,0.718885,0.716627,0.71586,0.710802,0.70721,0.707488,0.706942,0.7055,0.706361,0.70854,0.709138,0.710646,0.712772,0.717721,0.721083
710,0.717363,0.71277,0.715148,0.711622,0.707814,0.705259,0.706947,0.704742,0.708025,0.706754,0.706845,0.709392,0.712127,0.713782,0.721229
711,0.715583,0.713269,0.71139,0.707849,0.702995,0.703038,0.705273,0.701831,0.703297,0.705964,0.703688,0.708266,0.706948,0.710024,0.716236
712,0.717587,0.710645,0.713097,0.707466,0.705122,0.705385,0.703805,0.70245,0.702199,0.702705,0.705037,0.708284,0.709693,0.710936,0.718804
713,0.716984,0.710793,0.707925,0.705183,0.704665,0.702497,0.701386,0.699461,0.697964,0.70265,0.703032,0.706728,0.706219,0.705984,0.715209
714,0.717406,0.71203,0.709543,0.708648,0.704442,0.702702,0.702003,0.70105,0.699948,0.700346,0.705143,0.705471,0.705853,0.706564,0.712627
715,0.714069,0.705627,0.706289,0.703831,0.700453,0.701546,0.698011,0.69694,0.699145,0.698723,0.699377,0.701522,0.703933,0.707606,0.711198
716,0.712527,0.70939,0.709046,0.704769,0.702127,0.70157,0.699893,0.69708,0.697888,0.698146,0.700625,0.70125,0.703337,0.705711,0.710988
717,0.714785,0.710092,0.710898,0.705952,0.701694,0.703665,0.700995,0.701639,0.697199,0.699083,0.701491,0.706008,0.704291,0.70442,0.710185
718,0.710343,0.706389,0.705996,0.706886,0.705164,0.701708,0.698384,0.695427,0.698761,0.701799,0.700544,0.697675,0.69803,0.707596,0.708146
719,0.714796,0.709641,0.706472,0.702369,0.698503,0.697755,0.697419,0.699346,0.698668,0.702272,0.699219,0.696282,0.700854,0.699053,0.705182
720,0.703206,0.70627,0.703393,0.698141,0.69811,0.698138,0.696623,0.695902,0.690931,0.693959,0.694761,0.69691,0.699051,0.695898,0.702783
721,0.705753,0.702287,0.702462,0.697608,0.691261,0.693607,0.691071,0.69052,0.690433,0.689394,0.692171,0.695038,0.694501,0.694502,0.702655
722,0.711055,0.704579,0.69936,0.69598,0.696506,0.693333,0.692484,0.6911,0.690625,0.690876,0.689355,0.692494,0.691161,0.692135,0.701281
723,0.706321,0.702472,0.702231,0.700019,0.695829,0.694022,0.692578,0.690213,0.689073,0.693564,0.691525,0.693094,0.695016,0.695403,0.702096
724,0.699948,0.696212,0.694436,0.69308,0.687835,0.684602,0.685915,0.682981,0.685332,0.686397,0.68485,0.689621,0.686293,0.685625,0.692156
725,0.704285,0.697113,0.697697,0.690962,0.686963,0.685616,0.687117,0.686608,0.683873,0.684449,0.683739,0.684104,0.688363,0.689576,0.692648
726,0.706443,0.699186,0.697975,0.69437,0.69378,0.687744,0.689908,0.68609,0.688049,0.686986,0.681926,0.687192,0.691256,0.692646,0.698098
727,0.701325,0.695446,0.698613,0.696629,0.692869,0.688008,0.682593,0.682308,0.683835,0.684825,0.68157,0.68566,0.693328,0.690631,0.694427
728,0.701482,0.697488,0.695174,0.690772,0.689111,0.688098,0.691594,0.687218,0.683592,0.687365,0.682522,0.683242,0.688012,0.687283,0.69269
729,0.701181,0.694863,0.692104,0.692898,0.686885,0.682487,0.682771,0.683415,0.682838,0.68381,0.68027,0.680206,0.688244,0.685687,0.691479
730,0.704777,0.700702,0.702332,0.696162,0.693822,0.692224,0.6861,0.679633,0.683183,0.68609,0.686627,0.692599,0.686791,0.690222,0.693419
731,0.706329,0.698118,0.698746,0.695055,0.689427,0.687699,0.687065,0.683139,0.685423,0.684495,0.683305,0.683222,0.68329,0.685485,0.694404
732,0.703399,0.701175,0.69809,0.692295,0.686618,0.692436,0.684193,0.680495,0.683712,0.686064,0.684,0.684045,0.684516,0.684235,0.692328
733,0.709908,0.703708,0.70256,0.695631,0.692371,0.690023,0.687508,0.686443,0.688112,0.684057,0.688355,0.690302,0.689199,0.688778,0.696016
734,0.708922,0.699108,0.701185,0.695968,0.692485,0.689011,0.690516,0.687778,0.69009,0.685135,0.679986,0.691332,0.688077,0.689069,0.695621
735,0.703591,0.705639,0.697402,0.697919,0.694436,0.685821,0.686571,0.685274,0.687495,0.683988,0.682691,0.685634,0.687343,0.684321,0.694533
736,0.709907,0.706559,0.703737,0.698358,0.693867,0.695342,0.690109,0.690021,0.688274,0.68507,0.686703,0.689708,0.692473,0.687961,0.694456
737,0.711301,0.70806,0.697873,0.697163,0.691229,0.684797,0.684498,0.686604,0.683709,0.682195,0.681553,0.686576,0.685156,0.686363,0.694852
738,0.708123,0.703675,0.702071,0.697204,0.692046,0.687571,0.688687,0.687276,0.685817,0.684684,0.688121,0.687683,0.685238,0.689399,0.690531
739,0.703666,0.697672,0.696282,0.693547,0.694394,0.692937,0.685046,0.684968,0.68288,0.681354,0.685437,0.68471,0.685595,0.687278,0.686507
740,0.702628,0.696839,0.694501,0.69188,0.68922,0.683701,0.678547,0.684849,0.675787,0.679536,0.679317,0.680257,0.67978,0.683031,0.691171
741,0.703688,0.699598,0.694872,0.696133,0.691319,0.688259,0.683982,0.678079,0.680176,0.678723,0.68178,0.681392,0.683548,0.681506,0.689537
742,0.702877,0.693499,0.700747,0.68983,0.684008,0.684097,0.681956,0.680509,0.674572,0.678242,0.680668,0.67776,0.675116,0.676291,0.684208
743,0.698393,0.696893,0.693225,0.683112,0.685625,0.680114,0.672718,0.675709,0.668104,0.669012,0.672559,0.6752,0.676332,0.677529,0.679476
744,0.700229,0.695603,0.694262,0.686013,0.681108,0.682307,0.675216,0.674657,0.676562,0.671665,0.671156,0.677832,0.673781,0.671042,0.680555
745,0.693668,0.694728,0.68907,0.686024,0.677874,0.676607,0.677175,0.668525,0.670313,0.663059,0.670716,0.668364,0.673563,0.668764,0.677602
746,0.692975,0.685971,0.686126,0.681648,0.673623,0.675294,0.666208,0.665084,0.666855,0.665025,0.665445,0.669949,0.669229,0.667234,0.6766
747,0.693348,0.6864,0.684394,0.681785,0.674069,0.671376,0.671888,0.671341,0.667412,0.671923,0.670485,0.666499,0.670007,0.669301,0.67435
748,0.696274,0.68935,0.683076,0.679886,0.676936,0.671008,0.669277,0.665979,0.666436,0.666563,0.667307,0.664038,0.670062,0.670846,0.672038
749,0.68946,0.682577,0.675486,0.673086,0.669573,0.669122,0.664007,0.661913,0.661721,0.665145,0.661789,0.658824,0.662505,0.663723,0.666529
750,0.683617,0.676502,0.680802,0.673281,0.668585,0.664281,0.664497,0.665459,0.660285,0.662299,0.659304,0.658355,0.663459,0.660141,0.666664
751,0.682224,0.679188,0.673242,0.671075,0.66672,0.665266,0.657625,0.657781,0.656852,0.660352,0.66198,0.657763,0.658003,0.655784,0.667695
752,0.682063,0.676898,0.671667,0.670158,0.664029,0.660738,0.659038,0.658558,0.653292,0.651052,0.653181,0.656757,0.648112,0.655638,0.659852
753,0.676621,0.676969,0.669609,0.667327,0.663051,0.655739,0.654977,0.654057,0.655625,0.653148,0.650918,0.651261,0.652176,0.65577,0.655045
754,0.680006,0.678934,0.672242,0.668478,0.668268,0.659755,0.654382,0.655344,0.652541,0.651197,0.645237,0.651402,0.658154,0.651,0.667149
755,0.68116,0.674529,0.67373,0.666173,0.658027,0.654726,0.66027,0.655887,0.658133,0.65644,0.651183,0.653112,0.653261,0.653125,0.658627
756,0.671222,0.667406,0.666205,0.65957,0.657607,0.651319,0.650791,0.64366,0.64524,0.641147,0.641974,0.640503,0.646776,0.644215,0.651446
757,0.680739,0.665815,0.666424,0.661562,0.662508,0.658117,0.65565,0.643835,0.651349,0.645694,0.648637,0.644194,0.643509,0.647239,0.65091
758,0.670286,0.671521,0.665091,0.664083,0.657237,0.650196,0.650825,0.644601,0.642665,0.640973,0.638585,0.640952,0.648059,0.644995,0.650206
759,0.670157,0.665702,0.667758,0.654055,0.653637,0.646546,0.649054,0.636758,0.635876,0.636482,0.634157,0.639875,0.636132,0.643899,0.649034
760,0.674332,0.664768,0.660913,0.657379,0.654759,0.654483,0.648675,0.651429,0.643262,0.63991,0.642964,0.640324,0.637965,0.640801,0.650796
761,0.666489,0.657818,0.658261,0.650787,0.649362,0.648164,0.644689,0.637054,0.637086,0.640898,0.637202,0.628742,0.63685,0.635491,0.642224
762,0.665814,0.665841,0.660525,0.655185,0.649571,0.642443,0.64049,0.640551,0.639674,0.636158,0.633271,0.630222,0.636508,0.631953,0.641265
763,0.660858,0.660004,0.662165,0.652577,0.645016,0.641071,0.639829,0.642545,0.638888,0.636983,0.634283,0.636845,0.638141,0.637666,0.64496
764,0.658286,0.656152,0.650806,0.649767,0.641823,0.639708,0.629919,0.632373,0.630518,0.632639,0.629082,0.625205,0.628015,0.630235,0.636561
765,0.661129,0.659183,0.649397,0.639369,0.642566,0.633316,0.631074,0.627417,0.625731,0.627168,0.622585,0.624687,0.625924,0.624129,0.629265
766,0.651323,0.656976,0.645123,0.642197,0.637122,0.632342,0.627589,0.621873,0.627324,0.622467,0.620108,0.620175,0.627207,0.620522,0.633406
767,0.648676,0.645716,0.64519,0.642345,0.634983,0.632976,0.62886,0.625584,0.621554,0.619595,0.617149,0.623167,0.613097,0.622104,0.619237
768,0.659811,0.657428,0.651028,0.652923,0.644455,0.638246,0.635763,0.621902,0.630629,0.625817,0.631882,0.625748,0.629239,0.618833,0.634652
769,0.649829,0.650427,0.646293,0.640395,0.628448,0.630068,0.621378,0.629606,0.619276,0.617644,0.623734,0.619653,0.619286,0.612705,0.627801
770,0.65234,0.640415,0.643077,0.637576,0.629042,0.623857,0.624555,0.624584,0.612596,0.612846,0.615813,0.619958,0.616599,0.616707,0.620865
771,0.64655,0.64888,0.638938,0.632266,0.627472,0.628487,0.617687,0.608786,0.617575,0.607393,0.612428,0.610789,0.606083,0.606819,0.610893
772,0.652463,0.641075,0.644021,0.637693,0.630142,0.628603,0.619157,0.619559,0.61539,0.615034,0.619939,0.60946,0.614776,0.610231,0.623116
773,0.63252,0.633323,0.629457,0.625887,0.622816,0.611168,0.60781,0.60575,0.608626,0.602884,0.602862,0.609376,0.602458,0.605033,0.611954
774,0.636404,0.632409,0.626442,0.631707,0.616386,0.620599,0.618393,0.610232,0.613856,0.60833,0.609016,0.603751,0.603712,0.602269,0.613394
775,0.639309,0.639297,0.629267,0.623719,0.615602,0.612889,0.615997,0.606518,0.603841,0.60115,0.599643,0.605458,0.599179,0.603098,0.605169
776,0.633795,0.633908,0.630578,0.628017,0.620415,0.618705,0.609688,0.603369,0.606048,0.607986,0.600182,0.602815,0.595795,0.608675,0.607466
777,0.637426,0.630226,0.626889,0.626208,0.621066,0.615099,0.621992,0.61144,0.604699,0.606958,0.598481,0.607138,0.602715,0.598849,0.609243
778,0.633555,0.633874,0.622,0.618205,0.617864,0.609168,0.607843,0.600371,0.605304,0.59586,0.602014,0.598308,0.596987,0.597006,0.603918
779,0.632949,0.629861,0.62447,0.621336,0.61905,0.610819,0.602996,0.602919,0.600649,0.595775,0.589232,0.601339,0.595741,0.588636,0.600887
780,0.62855,0.624619,0.626048,0.615552,0.61003,0.604044,0.599063,0.599566,0.596955,0.585958,0.594451,0.588,0.589983,0.59063,0.595552
781,0.623364,0.626688,0.62431,0.614517,0.60959,0.594169,0.601588,0.595904,0.58844,0.590294,0.590256,0.584046,0.590349,0.593012,0.595408
782,0.624426,0.618809,0.608052,0.603994,0.595478,0.602817,0.59469,0.588189,0.589939,0.58642,0.586523,0.580659,0.582606,0.578438,0.586638
783,0.619554,0.619122,0.616162,0.610685,0.609078,0.600837,0.593363,0.589807,0.588369,0.594333,0.592579,0.588508,0.582452,0.581732,0.591191
784,0.615038,0.608598,0.610713,0.601615,0.595404,0.593501,0.588162,0.586858,0.588188,0.572472,0.581266,0.582237,0.57648,0.580172,0.584551
785,0.619277,0.612522,0.615395,0.606203,0.59335,0.59723,0.590216,0.582782,0.580561,0.576079,0.580063,0.579674,0.5792,0.578247,0.588598
786,0.614102,0.614291,0.605139,0.602366,0.593121,0.588835,0.587777,0.577235,0.579287,0.574678,0.579436,0.572142,0.576974,0.57288,0.576262
787,0.613109,0.608147,0.602458,0.598403,0.597861,0.583092,0.582,0.577359,0.579559,0.574529,0.576101,0.569532,0.571878,0.56517,0.570473
788,0.611776,0.602445,0.603686,0.595819,0.58682,0.578623,0.584122,0.579714,0.579672,0.572119,0.570567,0.573623,0.567629,0.564704,0.567095
789,0.616146,0.613989,0.597676,0.598461,0.588931,0.582625,0.582951,0.583046,0.573652,0.566187,0.572801,0.56729,0.570368,0.570471,0.569946
790,0.606939,0.59868,0.59515,0.597112,0.588257,0.581613,0.576429,0.57892,0.562663,0.568992,0.557811,0.557036,0.562158,0.565181,0.57518
791,0.604618,0.593097,0.58999,0.585431,0.580256,0.580004,0.572156,0.572664,0.565359,0.566199,0.568492,0.563906,0.563117,0.566655,0.565765
792,0.597308,0.599131,0.586721,0.589233,0.582079,0.578075,0.573054,0.569599,0.565954,0.569442,0.565406,0.561051,0.550707,0.561171,0.562364
793,0.608144,0.599492,0.59852,0.591417,0.584668,0.57325,0.573881,0.57566,0.563047,0.570996,0.5566,0.558994,0.560726,0.565004,0.565681
794,0.597638,0.592756,0.584264,0.581736,0.566929,0.570058,0.566871,0.561266,0.558691,0.558216,0.55231,0.545867,0.552495,0.551619,0.554993
795,0.599867,0.585425,0.589531,0.586138,0.571545,0.57287,0.566823,0.572176,0.557896,0.559861,0.552856,0.549118,0.556827,0.551513,0.5551
796,0.593858,0.585918,0.583445,0.580174,0.574768,0.571837,0.56663,0.55933,0.563818,0.551064,0.553739,0.552738,0.548283,0.546456,0.55527
797,0.596905,0.591532,0.585805,0.578913,0.576945,0.570182,0.568661,0.563092,0.562037,0.558677,0.55402,0.554168,0.554399,0.554902,0.554426
798,0.58603,0.592018,0.590974,0.579064,0.577166,0.566308,0.566674,0.564201,0.564236,0.552016,0.554355,0.549261,0.557216,0.560868,0.553932
799,0.586868,0.583144,0.581625,0.573973,0.571286,0.56656,0.551962,0.55031,0.555409,0.548093,0.551502,0.559751,0.539581,0.545474,0.54732
800,0.585738,0.587552,0.584742,0.572296,0.564058,0.564364,0.552157,0.550087,0.549469,0.548436,0.545805,0.545224,0.545642,0.543469,0.550512
